#,What is your Artist name? ,Have you heard of botted playlists and fake streams before? ,Are you aware of how botted playlists and fake streams can affect your career?,Were you aware that several agencies use botted playlists and pay for fake streams for their artists?,Did you know that when you use botted playlists or fake streams you are at risk of having your music removed from Spotify?,Do you know about algorithmic playlists such as 'Discover Weekly' and 'Release Radar'?,Did you know that Liberty Music PR does not work with botted / fake playlists?,Did you know that Liberty Music PR only uses organic playlists and is a trusted agency when it comes to playlisting services? ,Response Type,Start Date (UTC),Stage Date (UTC),Submit Date (UTC),Network ID,Tags,Ending
9w5vvan4481a71cuj0b9w5vvan4au8s7,matty co.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-03-03 21:03:12,,2025-03-03 21:03:45,ce53abae03,,
krgjy0kytk8w5ckrp0j98nu85i7c5jhn,Family Money,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-03-03 19:37:32,,2025-03-03 19:38:51,f04a21dc65,,
ggm1ew65jr4ww0ac3nekvsggm1ew7xfw,Peter Alexander Jobson,Yes,No,No,No,Yes,No,No,completed,2025-03-02 18:35:00,,2025-03-02 18:36:50,7b150e8599,,
0161kzvhx0fm6onwru9dxs0161kzbi52,ZOĒ,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2025-03-01 16:29:05,,2025-03-01 16:30:11,e36a5b31a7,,
zezej5sgcyd5ho4qywuzgzezej5sn1bc,Callie Young,Yes,No,No,Yes,Yes,Yes,Yes,completed,2025-02-27 05:11:30,,2025-02-27 05:13:22,e49977eb17,,
a8cxlm2kfs19msnxpxa8cxlcaf74x8z7,Horizon,Yes,Yes,Yes,Yes,Yes,No,Yes,completed,2025-02-24 15:05:32,,2025-02-24 15:06:20,56d3d13e3f,,
23747c3qmvsbpze59pad23747c333ht3,Fredy Lane,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2025-02-24 09:10:25,,2025-02-24 09:11:05,dbc373cac1,,
wjg3zw9yw8ryhm1rp33wjg3zriz0nd0j,Oba,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-02-18 23:58:26,,2025-02-19 00:00:11,a610852152,,
p5ku0pe3xw6cgx8e42zp5ku0pqclcsf3,SwayzeAck,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-02-18 14:56:24,,2025-02-18 14:57:13,4d8b763011,,
oayofwdzt13moa7z3gfj8f7axhcay8cy,Kyle Alan Anderson,Yes,,Yes,Yes,Yes,Yes,Yes,completed,2025-02-17 15:57:50,,2025-02-17 15:58:33,78f9d8123b,,
1h6raa5usc7knyhn61h6ralx21sdasqf,Fiona,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-02-10 13:31:36,,2025-02-10 13:33:35,55266bdc3b,,
b2g8t6rl935eb2dv0cxqp4e6mkveydw9,Marcus Skeen,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-02-08 19:04:27,,2025-02-08 19:05:27,0443031ea2,,
uuzvkwbr9a97xmanifzzuuzv5b5s2eoa,Eyvre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-02-07 04:06:02,,2025-02-07 04:06:36,dcd7aa40a7,,
97r2957uol397m2dq497r295709z5nnd,Goetia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-02-05 01:06:07,,2025-02-05 01:06:40,daf37966dc,,
bki0szcjtfirkj6xq0bki0s6b8duc0m7,Ulf Ahlberg,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-02-04 14:59:05,,2025-02-04 14:59:41,01623b6925,,
etzb23cd296k6o9q9epetzb20r4ktvme,Kasch Bowman,No,Yes,No,No,Yes,Yes,Yes,completed,2025-02-03 04:32:51,,2025-02-03 04:33:29,a295b14c7d,,
x218f51upnu0lfqox218f5ln2s80s0id,Lizzie Thomas,No,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-02-01 17:36:03,,2025-02-01 17:37:25,7fbe30b432,,
t6oe0dpitubh8gvf3xut6oe0dpo3tpln,'Stro Ifidon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-31 05:08:23,,2025-01-31 05:09:07,4864932003,,
cer2lhvgeah0gp2l0cer2ljwybv0w1gm,Grandpa's Cough Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-30 23:05:05,,2025-01-30 23:06:02,3a0516cf31,,
tvlywxfxv4ebo2aptvly1hlfjyp3b6xa,The Dead Amigos,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-30 05:29:55,,2025-01-30 05:30:52,dc7e33a6aa,,
0x0x83z9ody4m78830x0x00s7dr4ervs,The Dead Amigos,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-30 05:28:52,,2025-01-30 05:29:45,dc7e33a6aa,,
fkfm88gj4a2y5eipfkbsjxtgr1oxk1sa,The Dead Amigos,Yes,,Yes,,Yes,,Yes,completed,2025-01-30 05:28:05,,2025-01-30 05:28:37,dc7e33a6aa,,
4szeooz9jujsg77omqssqvk64szeorij,Dennis Kolen,No,No,No,No,Yes,Yes,Yes,completed,2025-01-29 15:59:51,,2025-01-29 16:00:36,97b733d653,,
bc14kv10knvka1bc14l53plbmiagpie5,Ulf Ahlberg,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-29 14:39:42,,2025-01-29 14:40:24,01623b6925,,
qwswg0mg5br1d1hpqws7kb4yfcale7im,Rusty Gear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-29 14:16:18,,2025-01-29 14:16:52,e7336ca6a9,,
n5uol5xevd8rgyxn5uoloyujbfheqk87,Paul Roland,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2025-01-28 13:14:30,,2025-01-28 13:15:25,95114f0f01,,
zy39mufkd9hwt50kpxeyzy39mufd5zxb,Mahaut,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-28 13:00:48,,2025-01-28 13:01:38,f826a16caa,,
kh7l4q11datkh7i12p2elb9h3u4gp3jp,Resident Bohemian,Yes,Yes,Yes,Yes,Yes,No,No,completed,2025-01-27 21:57:27,,2025-01-27 21:58:06,2efdf90304,,
jgyurz3ayvr72ejo9vamhjgyurz38vt4,Quick on the drawing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-26 14:55:38,,2025-01-26 14:56:28,3f302a89cc,,
5nkgi49xcdxrjth5nkgi4pacjohi86fj,Cecilia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-25 03:56:37,,2025-01-25 03:57:03,f9e01bf05d,,
5g9pglw8ydc2bo25gkkqavk8qx3umav8,All Atomic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-24 12:05:35,,2025-01-24 12:06:29,9f29eb5e46,,
zo6ps85y0o0abt3rgqzo6pssi7q4q2d9,Stereo Plague,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-24 04:06:10,,2025-01-24 04:06:58,d4ed0d33e6,,
psdrfjrblar0ttsspptrpsdrfjrbynr2,VJ Gabi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-23 06:45:50,,2025-01-23 06:46:11,2cc568d45b,,
t7as9nfmr31qd2gpzouv406t7as9nbaz,Amaree,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2025-01-22 20:31:05,,2025-01-22 20:32:11,07756540d1,,
i315l7a5nswe0hi315x2edikxhqvkv6g,VJ Gabi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-22 04:07:17,,2025-01-22 04:07:47,a6e20e2aee,,
lrmgefsgczjfzdnwyv1mlrmgefs6ebh6,Brett Kohler,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-21 19:27:43,,2025-01-21 19:28:11,70df91b8e7,,
y07dvbm8oxjh9zucy07df0o0y52lumyw,5 FT JAY,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2025-01-21 18:12:50,,2025-01-21 18:13:50,5e0b1ebdcf,,
9zsyqmqguwgnly59zsyke327htis14sx,The Monotrol Kid,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-20 15:34:50,,2025-01-20 15:35:47,ffebe4ce3d,,
25ielboh4jrwq3ri25ih0f318hs74sjq,Daytona,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2025-01-19 21:17:31,,2025-01-19 21:18:14,fa3e0dbeed,,
jmmzyet5jv221f8hjmmzylvdpk5jd5fo,All Atomic,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2025-01-16 21:56:58,,2025-01-16 21:58:42,9f29eb5e46,,
4suyku2hfdfggclc9ok4suykt040udks,Annie & The Make Believe,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2025-01-13 06:12:55,,2025-01-13 06:13:48,ff8931cf02,,
5m4zsgyvm6b995im2aq5m4zsgl9aps5l,Art Of Dysfunction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-10 10:52:55,,2025-01-10 10:53:40,a1deabfa13,,
0njqr1l2bhauh0njqgjf60m8fzxtlu5m,Garrett Atterberry,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-09 21:12:01,,2025-01-09 21:12:32,371480ac63,,
atauss0r36o19kpatau1e88fibpvgcjb,Waterlog,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2025-01-07 16:38:03,,2025-01-07 16:38:45,e82aa5e7fd,,
djrpq2x1vo8frfy9qy5xdjrpqk1b8vz4,Secret Night Gang,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-07 01:30:51,,2025-01-07 01:32:20,0ec2e7073d,,
arnid3905xfmppiuarni5uk9gmjcz6ej,Tino Kamal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-05 21:07:09,,2025-01-05 21:07:50,f3b7d7420d,,
9h8sp8bcy0lm3cw5d9h8spaf3c27kmzz,Sneaky Lime,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2025-01-05 16:07:09,,2025-01-05 16:08:24,1ff39e9d68,,
ttc7um3o85dc6q5dq8bdttc7umpydlqv,The Generation,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2025-01-03 19:41:37,,2025-01-03 19:42:30,da840b0f51,,
o5jlm8hqb718un8ume2bo5jlmesrat8i,The Nouveau,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-03 09:40:26,,2025-01-03 09:41:59,d03a50615e,,
nw3rald8tttidh1ei8emnw3ray9akdii,Royal Chant,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2025-01-03 08:15:24,,2025-01-03 08:20:29,39559e6960,,
1z7jgnnj8g56f4a1gswgc41z7jgnjv15,Ychabods,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-29 10:41:56,,2024-12-29 10:42:38,39212f8926,,
xw007nwabiu7arwxw007n09juojrlbyi,Ychabods,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-29 10:40:35,,2024-12-29 10:41:39,39212f8926,,
wx2m7xzdqzfxxx3z1hy3k3ewx2m7xtjm,Braye Nicole,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2024-12-28 19:33:45,,2024-12-28 19:34:29,c10bde5359,,
g90enrkemttbloqr6x1g90eup0vpwh6j,DI$play,No,No,No,No,Yes,No,No,completed,2024-12-28 16:14:42,,2024-12-28 16:17:55,0c64e7f211,,
7qy0mz7r2ilya67qy3hhn2qdcct8246i,The Meatbees,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-23 17:54:42,,2024-12-23 17:55:30,f5213dd398,,
91pd4krlyxlutgxwk91pd4xtlscud3ci,Aldous,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-22 17:47:07,,2024-12-22 17:47:42,14eb5eda44,,
hcvrp0748aysv53dd8hcvrka05snr41n,McKenna Michels,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2024-12-22 17:31:29,,2024-12-22 17:32:29,154fe46e60,,
f4ww3t4fgk3d8stviptbzf4ww3t4295i,Zëta Ræ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-20 21:15:11,,2024-12-20 21:16:18,4cbdbcff29,,
my4nmwp5gr717t95frtdmy4nm6kmx3b7,DOWNFVLL,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2024-12-20 17:29:26,,2024-12-20 17:29:49,31fb90b789,,
i7ngvw41a877g1hjj79i7jhi7ngvwjia,Simon Tselios,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-12-20 03:38:46,,2024-12-20 03:39:20,b289036f97,,
2cubplexg9kqm6hum2cubqdq3dludjex,Swoleei,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-19 18:24:02,,2024-12-19 18:24:58,6a36b11694,,
a46877g8h1a45pljxhva4685qhujprdc,Thurtythree,No,Yes,No,Yes,Yes,Yes,Yes,completed,2024-12-18 18:10:51,,2024-12-18 18:11:23,2487c084dc,,
6tiu5gwd9zvtcuf9uowb6ti0q6a3ro89,Rafayel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-17 16:30:44,,2024-12-17 16:31:28,2cea99058e,,
i3n4excdcvwi3n4ex423o9dpikrzlya4,Steve Myatt,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-16 03:32:07,,2024-12-16 03:32:41,de7cc36b90,,
bwpvzrdxfnp882siggjmbwpvzr5hax1l,kikimora,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-14 19:39:40,,2024-12-14 19:40:54,f4a83ebe79,,
cpa2yljwyi8070fp94cpa2y9s6klm4i7,The Amanda Emblem Experiment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-12 00:01:52,,2024-12-12 00:02:45,28441e4e6d,,
1bjed8hnaw2eil98b0js931bjed82xq3,Soapman,Yes,,Yes,,,,Yes,completed,2024-12-11 22:11:22,,2024-12-11 22:11:58,6b6db0a806,,
4bvdhxd3p9gzq9pucl4bvdhm3cwctd1x,Via Ripa,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-11 17:02:04,,2024-12-11 17:02:32,492580abdb,,
occ17tekm1jsgqbpt5yoocc1793zgz7v,J. Hasan,Yes,Yes,Yes,No,Yes,No,No,completed,2024-12-10 06:31:21,,2024-12-10 06:32:24,a21d15af23,,
9mgt3mrppxek34tt9mgt3mndn0qsgxu8,Cas Paris,Yes,Yes,Yes,Yes,Yes,Yes,No,completed,2024-12-10 02:27:49,,2024-12-10 02:29:16,a57aa517ac,,
9xxsvyld7x9swc9xxs1hhi6dxxo21xpk,Johnny Vitulli,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-09 23:08:55,,2024-12-09 23:09:42,1d1590af4e,,
dkl32lo3siffbdkl32jny5wqiqs2zukb,Nathan Picard,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-09 00:37:17,,2024-12-09 00:37:54,6185bb9a17,,
syarthmzdck4eh5i3asyartkcpnfdfcj,Nathan Picard,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-09 00:36:03,,2024-12-09 00:37:04,6185bb9a17,,
vhw4utr8l35vkldevhw4ullczo1fwhkb,Chasing Sunday,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-07 11:45:44,,2024-12-07 11:46:22,7dd181e838,,
uj4ng0srs85ouaoozauj4nj12ub75ciw,The Mags,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-05 16:42:42,,2024-12-05 16:43:11,1e1ef8ba33,,
mfdciu7c3gh4dnrjtmfd2u0gm3t02s4w,Short Skirts,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-03 09:14:37,,2024-12-03 09:15:23,44a47ba5f4,,
97sit48nysn7yq97seoemj0maad1m8a9,Elaine Rojas,Yes,No,No,No,Yes,Yes,Yes,completed,2024-12-02 18:03:26,,2024-12-02 18:04:33,a6660fcfdb,,
b5z1839xn2welkb5z7fobasewg80lel8,Restwater,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-02 16:29:18,,2024-12-02 16:29:58,9846093415,,
6wkuravvshofulf6wkur3zq1jc6lblr2,Secret Night Gang,,,,,,,Yes,completed,2024-12-01 18:04:52,,2024-12-01 18:05:07,772b73f24f,,
6vynn00ktir8ubrdit6vynnslnhpuiwx,Secret Night Gang,Yes,Yes,Yes,Yes,No,No,No,completed,2024-12-01 18:03:50,,2024-12-01 18:04:39,772b73f24f,,
lmi818e5jp112yzlmi81rykzhjaugwey,Secret Night Gang,Yes,Yes,No,Yes,No,No,No,completed,2024-12-01 18:02:29,,2024-12-01 18:03:39,772b73f24f,,
ly3o3i0bui8u4vyx18kkely3o3i0bg2i,Al Shalliker,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-12-01 01:24:12,,2024-12-01 01:24:55,fd5103720f,,
trh74trut5ew3ftn1iaqm8trh74ttrem,Kamran Ramsden,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-30 19:55:54,,2024-11-30 19:56:33,0aefb140e4,,
2qsnqdjbb69uknq3e92qsnvlexvh5r7a,Jesus Chrysler Supercar,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-26 20:03:10,,2024-11-26 20:03:55,8e4c738fcc,,
ciq0ecivws5be0ylmnciq0ec2dpo2mqb,Jia Kai,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-11-25 20:22:06,,2024-11-25 20:22:48,f009ced6be,,
89t81zisv7msxvbj089t81z6hk12ktqd,Kay B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-22 19:48:57,,2024-11-22 19:53:50,2ae9553199,,
a8235ihfydlta5j0a8vxiozunan999xq,Fitasha,Yes,Yes,No,Yes,Yes,No,No,completed,2024-11-21 16:32:01,,2024-11-21 16:33:32,c278a4756e,,
4t9t714hryoyn3xj4t9t7y9w0brmedot,Greenbak,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-21 14:10:17,,2024-11-21 14:10:59,d4384f7c91,,
pyhdaw3t5tfvve6dzrpyhda8396g64uz,Raindancer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-21 08:39:58,,2024-11-21 08:40:43,68073a326f,,
t11magggrj30odt11madvihvz721ueqr,The Lavelles,Yes,No,No,No,Yes,Yes,Yes,completed,2024-11-20 21:03:21,,2024-11-20 21:04:56,287d2e748f,,
fqwltebl7vilclyfqwu1zcmfwertwwkc,The Stray Lions,Yes,Yes,No,Yes,Yes,No,No,completed,2024-11-19 23:13:38,,2024-11-19 23:14:50,08588c8313,,
49uprbcisqcd39g349updcot8niuxjfp,Benny Brappo,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2024-11-19 19:32:37,,2024-11-19 19:33:46,a7cc50fd72,,
k1pp7bt8fylmwxudjek1pp7bjd0hfe1l,Ayla Tesler-Mabé,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-18 00:57:11,,2024-11-18 00:57:54,27d463d80a,,
ikee17260a0h7tike5m9g3m8iv14g5l9,Patrick Staniforth,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-17 20:06:32,,2024-11-17 20:07:13,03ea532d62,,
lny4nu7by14v8hkp4w6lny4n1ev601ln,Zharuhang,Yes,Yes,No,Yes,Yes,No,Yes,completed,2024-11-13 14:23:11,,2024-11-13 14:24:13,24fe7c1c8b,,
4swdbe7wuvr9rtrmrs9og4swdbe72c9y,John Condit,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-13 02:46:13,,2024-11-13 02:46:54,8d1033fc97,,
7l8y9vyuwafl43h4rn7sba096veemhkt,Day Sleeper,No,No,No,No,No,Yes,Yes,completed,2024-11-11 00:54:40,,2024-11-11 00:55:48,9635394476,,
11c51iulvmqo91elj8l11c51ubp7ffke,Psylhouette,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-10 19:55:33,,2024-11-10 19:56:09,f8c2a048cc,,
npnfovq0dkd605bzfnpnh66ur3c1urth,Dancing In Tongues,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-07 16:25:05,,2024-11-07 16:32:36,68127adda7,,
ldr9haq3ghe4a5jzyldr9hfm8rarz6z1,Jess Yaffa,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-07 13:08:20,,2024-11-07 13:08:48,9af0ac67bc,,
ilecktd6jyh8sezf8ilecnkjvvid2uh9,Dancing In Tongues,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-05 20:10:51,,2024-11-05 20:11:14,fb644ec58d,,
ad89h0afeqhptm7p16ad89hjg0ch6ge0,Christopher St. Mitchell,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-05 13:04:21,,2024-11-05 13:05:05,5756a1f6e1,,
o8qi8y7ncbzwe5mjm7jo8qi8glq6pqqd,Joe Dallas & The Monks,No,No,Yes,No,Yes,Yes,Yes,completed,2024-11-04 12:27:07,,2024-11-04 12:29:11,304c43804b,,
qqvxjjg229bhv2is7xcqqvxpjjvt187k,Cara Knox,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-03 13:24:39,,2024-11-03 13:25:12,d1b6d5f67a,,
8rvy68bwam8mzx3s3jjt4ud28rvy689o,Jackson Lair,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-02 14:28:41,,2024-11-02 14:29:03,6238d71317,,
0wys6rp6gzd3tu8ar0wys377x6uvnxh6,cherryfilter,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-11-01 14:14:22,,2024-11-01 14:19:22,d8eb46a9c2,,
lss1mq8x0g1wnze2tdh9lss1mv5pv21n,Zëta Ræ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-30 18:22:05,,2024-10-30 18:22:54,2a0f2482a1,,
m6xxug8wy09up39et36m6x3boffyhws1,Davis & The Love,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-30 14:32:11,,2024-10-30 14:32:35,f12a8cd413,,
fuhov8inojqk5vwqcfuhovw6v2yhj0ft,Local Phonies,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-29 23:51:18,,2024-10-29 23:52:14,384231e888,,
yknm4eievtupbdbujka8ta5yknm4ei8b,Ginamaya,Yes,No,Yes,No,Yes,Yes,Yes,completed,2024-10-26 22:16:12,,2024-10-26 22:30:27,02fee951c3,,
zsggzyyaqiifuv74ljyzsggze4fxn10u,Mama Yaya,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-25 13:46:43,,2024-10-25 13:47:20,d0be7a7aa1,,
37srnbe2kon286e0hju37srnbennkcd7,Whitney Bjerken,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-25 04:12:35,,2024-10-25 04:13:36,c650b2942e,,
m7z7lccd78r3ho057qo1leeogm7z7lcc,Daphne Blue,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-24 21:08:16,,2024-10-24 21:09:16,00cbd08bbd,,
2jw3gp0255kj812jw3genykfavlmey6h,FINICK,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2024-10-23 21:16:22,,2024-10-23 21:17:18,96fe88a597,,
ivp5ohvqt16h2hqpto9lylkivp5ohwx8,Michael Ward with Dogs and Fishes,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2024-10-22 21:25:25,,2024-10-22 21:26:22,fab7426e94,,
qk3ddbectb2gtzqynqk3ddzjv7vxl93q,Chai Chang,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2024-10-21 11:51:33,,2024-10-21 11:52:05,c6dbf161c1,,
kbr7ikcx36fy24xcf2raqnckbr7ikcxk,Megasunmachine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-20 18:45:05,,2024-10-20 18:45:40,c68e3e8116,,
p84pfb8bkd9leyltj8p84pf1g71b23r2,Zach Bellas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-20 03:48:39,,2024-10-20 03:48:59,8a519bbc4f,,
wj66qj0m4o88uwj66zs61ygwzod0l77i,Zach Bellas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-20 03:47:37,,2024-10-20 03:48:19,8a519bbc4f,,
yb3q7spgdx0f55dvh1ugkrs1yb3q7spg,NEATO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-19 07:03:19,,2024-10-19 07:03:52,3130f85d21,,
wubera8rh6ke32ei1wubera8395hlf7m,Heavy Crown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-18 12:13:20,,2024-10-18 12:14:08,6473da0c14,,
2gi8gyk3dmkitbeujuz3m2gi8g6ieq12,Walter Miller,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-17 17:26:42,,2024-10-17 17:27:16,a242502301,,
k05enxvr8tt1kzck0egaigxzi7y4pibe,THE BAREFOOT BANDIT,Yes,No,Yes,No,Yes,Yes,Yes,completed,2024-10-17 11:14:40,,2024-10-17 11:15:20,8470fdaf91,,
nwxtskbi7g30c26u6uvmnwxtskjrkjqa,MALAKYE GRIND,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-16 06:55:41,,2024-10-16 06:56:19,bd4bf4c1dd,,
7bn4d80a049mhf6u7bn4h9uawyd0jiu1,Liam Davis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-15 22:30:30,,2024-10-15 22:31:23,aa2d933805,,
jgn86owkxgl4iyqic3jgn86uz4997m3k,The Meatbees,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-15 15:52:42,,2024-10-15 15:53:06,f5213dd398,,
fm1y3140i45mpzjzpwlqofm1y314eb2d,The Meatbees,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-15 15:50:00,,2024-10-15 15:51:13,f5213dd398,,
lhn0r1ztqq2dv1s4lhn95rcot8bapf4k,The Ardyst,Yes,Yes,Yes,No,Yes,No,No,completed,2024-10-09 00:20:00,,2024-10-09 00:23:18,d8152af824,,
mqmctgp2giqbclv3f8qzzmqmctl1uqaf,Attaboy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-08 18:51:08,,2024-10-08 18:51:40,1bd73b09dd,,
m3k9mscbc4wikfs4w6tbrm3k9mszn7zg,The Jaws of Brooklyn,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-07 22:25:46,,2024-10-07 22:26:31,43bda1611c,,
ikum6xvc3m7t5s4daikum6x3d155cavc,Gabriella Raelyn,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2024-10-07 17:35:09,,2024-10-07 17:35:46,9da254b95d,,
1rntdjyfug188m8me31rntd44dt02br8,MattyInk,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-07 16:34:39,,2024-10-07 16:35:16,0b7e2877a5,,
5olvrqo4xmvc96zkx0c505olvrxq0u3b,Anastasia solay,Yes,,Yes,Yes,Yes,Yes,,completed,2024-10-07 16:32:03,,2024-10-07 16:32:27,21e87e64ef,,
eucvcoaqlvy3vjeucvcuo9qleyf4utaj,Anastasia Solay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-07 16:31:01,,2024-10-07 16:31:39,c0b3546499,,
lbznhe5pp2hway8t58ucgmlbzniwqwuz,Anastasia Solay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2024-10-07 16:30:12,,2024-10-07 16:30:56,c0b3546499,,
